Item_ID,Assembly,RefDes,Category,Description,Manufacturer,MPN,Package,Qty_per_station,Qty_4,Spares_4,Procure_qty_4,Qty_10,Spares_10,Procure_qty_10,Qty_20,Spares_20,Procure_qty_20,Spare_policy,Variant,Status,China_source_policy,Incoming_control,Notes,Value,Line_class,Population,Temperature_C,BOM_disposition
MAIN-010-C37,PCB-MAIN,C37,Capacitor,U8 VBAT_BB broadband bypass,Murata,GRM155R71E224KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,220 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C38,PCB-MAIN,C38,Capacitor,U8 VBAT_BB broadband bypass,Murata,GRM155R71E473KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,47 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C39,PCB-MAIN,C39,Capacitor,U8 VBAT_BB RF bypass,Murata,GRM1555C1H151JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,150 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C40,PCB-MAIN,C40,Capacitor,U8 VBAT_BB RF bypass,Murata,GRM1555C1H101JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,100 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C41,PCB-MAIN,C41,Capacitor,U8 VBAT_BB RF bypass,Murata,GRM1555C1H680JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,68 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C42,PCB-MAIN,C42,Capacitor,U8 VBAT_BB RF bypass,Murata,GRM1555C1H330JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C43,PCB-MAIN,C43,Capacitor,U8 VBAT_BB RF bypass,Murata,GRM1555C1H100JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Place in Quectel value sequence,10 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C44,PCB-MAIN,C44,Capacitor,U8 VBAT_RF local burst bulk,KEMET,T520D107M006ATE015,7343-31,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_RF;2=GND_MODEM; Verify voltage droop and ripple current,100 uF 6.3 V 15 mOhm polymer,ELECTRICAL_COMPONENT,FITTED,-55..105,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C45,PCB-MAIN,C45,Capacitor,U8 VBAT_RF broadband bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_RF;2=GND_MODEM; Place at RF VBAT pads,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C46,PCB-MAIN,C46,Capacitor,U8 VBAT_RF RF bypass,Murata,GRM1555C1H330JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_RF;2=GND_MODEM; Place at RF VBAT pads,33 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C47,PCB-MAIN,C47,Capacitor,U8 VBAT_RF RF bypass,Murata,GRM1555C1H100JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_RF;2=GND_MODEM; Place at RF VBAT pads,10 pF 50 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C48,PCB-MAIN,C48,Capacitor,Q1 collector and U8 PWRKEY pulse filter,Murata,GRM155R71E103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=U8_PWRKEY_N;2=GND_MODEM; No corresponding large capacitor on RESET_N,10 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C49,PCB-MAIN,C49,Capacitor,U13 VCC pin 8 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND_MODEM; Place at U13 pin 8,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C50,PCB-MAIN,C50,Capacitor,J6 local selected SIM supply bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM1_VDD_CONN;2=GND_MODEM; Place connector side of series path,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C51,PCB-MAIN,C51,Capacitor,J7 local selected SIM supply bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM2_VDD_CONN;2=GND_MODEM; Place connector side of series path,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C52,PCB-MAIN,C52,Capacitor,J6 card detect hardware debounce,Murata,GRM155R71E103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM1_DET;2=GND_MODEM; Firmware debounce remains at least 20 ms,10 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C53,PCB-MAIN,C53,Capacitor,J7 card detect hardware debounce,Murata,GRM155R71E103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM2_DET;2=GND_MODEM; Firmware debounce remains at least 20 ms,10 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C54,PCB-MAIN,C54,Capacitor,J6 reset shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM1_RST_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C55,PCB-MAIN,C55,Capacitor,J6 clock shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM1_CLK_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C56,PCB-MAIN,C56,Capacitor,J6 data shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM1_DATA_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C57,PCB-MAIN,C57,Capacitor,J7 reset shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM2_RST_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C58,PCB-MAIN,C58,Capacitor,J7 clock shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM2_CLK_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C59,PCB-MAIN,C59,Capacitor,J7 data shunt tuning position,Murata,GRM1555C1H330JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SIM2_DATA_CONN;2=GND_MODEM; Populate only from signed SIM edge evidence,33 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C60,PCB-MAIN,C60,Capacitor,U9 VCC pin 8 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U9 pin 8,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C61,PCB-MAIN,C61,Capacitor,U9 VCC pin 8 local bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Total feed resistance must remain at most 0.2 Ohm,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C62,PCB-MAIN,C62,Capacitor,U9 V_IO pin 7 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U9 pin 7,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C63,PCB-MAIN,C63,Capacitor,Figure 38 antenna current sense filter C14,Murata,GRM155R71C103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=GNSS_ANT_SHORT_N;2=GND; Keep at R62 and L2 junction,10 nF 16 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C64,PCB-MAIN,C64,Capacitor,Figure 38 external RF DC block C18,Murata,GRM1555C1E470JA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=GNSS_RF_ANT_BIASED;2=GNSS_RF_DC_BLOCK; Series before FL1 input C,47 pF 25 V C0G,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C65,PCB-MAIN,C65,Capacitor,U5 local supply bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=GNSS_ANT_BIAS_RAW;2=GND; Place at U5 pin 4,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C66,PCB-MAIN,C66,Capacitor,U10 VCC pin 9 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U10 pin 9,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C67,PCB-MAIN,C67,Capacitor,U10 VCC pin 9 local bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify transmit burst droop,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C68,PCB-MAIN,C68,Capacitor,U10 reset RC capacitor,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=LORA_RESET_N;2=GND; Place at U10 pin 15,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C69,PCB-MAIN,C69,Capacitor,LoRa pi network module-side shunt,Murata,GRM1555C1H100JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=LORA_RF_MODULE;2=GND; Populate only from signed VNA evidence,10 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C70,PCB-MAIN,C70,Capacitor,LoRa pi network connector-side shunt,Murata,GRM1555C1H100JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=LORA_RF_ANT;2=GND; Populate only from signed VNA evidence,10 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C71,PCB-MAIN,C71,Capacitor,U11 VDD pin 28 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U11 pin 28,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C72,PCB-MAIN,C72,Capacitor,U11 VDD and VDDH local bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Normal-voltage mode with VDD and VDDH joined,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C73,PCB-MAIN,C73,Capacitor,U6 local supply bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U6 pin 5,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C74,PCB-MAIN,C74,Capacitor,J12 microSD local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; J12 VDD connector-side,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C75,PCB-MAIN,C75,Capacitor,J12 microSD local bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify insertion transient,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C76,PCB-MAIN,C76,Capacitor,J12 card detect hardware debounce,Murata,GRM155R71E103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=SD_DET;2=GND; Firmware debounce remains mandatory,10 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C77,PCB-MAIN,C77,Capacitor,Controlled USB shield AC bond,Murata,GRM155R72A472KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=USB_SHIELD;2=GND; Parallel with R97 and optional R98,4.7 nF 100 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C78,PCB-MAIN,C78,Capacitor,Tamper input hardware debounce after R100,Murata,GRM155R71E103KA01D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=TAMPER_IN_U1;2=GND; Firmware debounce and open-circuit alarm remain mandatory,10 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C79,PCB-MAIN,C79,Capacitor,Cellular pi network module-side shunt,Murata,GRM1555C1H100JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=CELL_RF;2=GND_MODEM; Populate only from signed VNA evidence,10 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C80,PCB-MAIN,C80,Capacitor,Cellular pi network connector-side shunt,Murata,GRM1555C1H100JA01D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=CELL_RF_ANT;2=GND_MODEM; Populate only from signed VNA evidence,10 pF 50 V C0G,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-R1,PCB-MAIN,R1,Resistor,U1 normal reset pull-up,Panasonic,ERJ-2RKF1002X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=NRST; Works with C18 and direct SWD fixture access,10 kOhm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R2,PCB-MAIN,R2,Resistor,U1 BOOT0 normal-state pull-down,Panasonic,ERJ-2RKF1003X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=BOOT0;2=GND; Fixture may drive only while reset is asserted,100 kOhm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R3,PCB-MAIN,R3,Resistor,Rev.A strap bit zero fitted pull-down,Panasonic,ERJ-2RKF1003X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=HW_REV0;2=GND; Rev.A encoding is binary 00,100 kOhm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R4,PCB-MAIN,R4,Resistor,Revision bit zero alternate pull-up,Panasonic,ERJ-2RKF1003X,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=HW_REV0; Never populate together with R3,100 kOhm 1%,ELECTRICAL_COMPONENT,DNP,-55..155,CONTROLLED_DNP
MAIN-010-R5,PCB-MAIN,R5,Resistor,Rev.A strap bit one fitted pull-down,Panasonic,ERJ-2RKF1003X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=HW_REV1;2=GND; Rev.A encoding is binary 00,100 kOhm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R6,PCB-MAIN,R6,Resistor,Revision bit one alternate pull-up,Panasonic,ERJ-2RKF1003X,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=HW_REV1; Never populate together with R5,100 kOhm 1%,ELECTRICAL_COMPONENT,DNP,-55..155,CONTROLLED_DNP
MAIN-010-R7,PCB-MAIN,R7,Resistor,U2 chip-select safe-state pull-up,Panasonic,ERJ-2RKF1002X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=NOR_NCS_U2; Device remains deselected during MCU reset,10 kOhm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R8,PCB-MAIN,R8,Resistor,OCTOSPI clock source damping at U1,Panasonic,ERJ-2RKF22R0X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=NOR_CLK_U1;2=NOR_CLK_U2; Review A may change only from measured SI evidence,22 Ohm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
MAIN-010-R9,PCB-MAIN,R9,Resistor,OCTOSPI IO0 series damping,Panasonic,ERJ-2RKF22R0X,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=NOR_IO0_U1;2=NOR_IO0_U2; Review A may change only from measured SI evidence,22 Ohm 1%,ELECTRICAL_COMPONENT,FITTED,-55..155,CONTROLLED_PENDING_VERIFICATION
