Program_Procurement_ID,Procurement_ID,Assemblies,Item_IDs,Category,Manufacturer,MPN,Package,Value,Variant,Population,Qty_per_station,Production_lots_20,Bench_stations,Total_stations,Base_qty_2x20_plus_1,Spare_qty_two_evt20_lots,Procure_qty_2x20_plus_1,Spare_policy,Procurement_track,BOM_disposition,Status,China_source_policy,Incoming_control,Program_scope
PG-095,PR-095,PCB-MAIN,MAIN-010-D3 | MAIN-010-D5,RF_ESD,Nexperia,PESD5V0C1BSF,SOD962-2,5 V bidirectional 0.2 pF RF ESD,COMMON,FITTED,2,2,1,41,82,0,82,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-096,PR-096,PCB-MAIN,MAIN-010-D1 | MAIN-010-D2,Supply_TVS,Nexperia,PESD5V0S1UL,SOD882,5 V unidirectional 150 W TVS,COMMON,FITTED,2,2,1,41,82,0,82,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-097,PR-097,SYSTEM,BAT1,Battery,RELiON,RB40,197x166x173 mm IP66 M8 pack,,COMMON,FITTED,1,2,1,41,41,2,43,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED,CONTROLLED_EVT_PURCHASE_EXACT_MPN_VALIDATION_DURING_ASSEMBLY_EVT,RELiON or authorized distributor; exact RB40 only; no substitution; retain applicable battery transport documents,Reconcile PO packing slip quantity and visible damage; check every unit polarity and open-circuit voltage at installation; capacity DCIR BMS and cold behavior during assembly and EVT,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-098,PR-098,SYSTEM,MPPT-TEMP,Sensor,Victron Energy,SBS050150200,Smart Battery Sense long range up to 10 m radio with 0.45 m leads and M10 eyelets,,COMMON,FITTED,1,2,1,41,41,2,43,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED,CONTROLLED_EVT_PURCHASE_EXACT_MPN_VALIDATION_DURING_ASSEMBLY_EVT,Victron authorized distributor; exact SBS050150200 only; no substitution,Reconcile PO packing slip quantity and visible damage; verify 0.45 m lead M10 eyelets retention accuracy VE.Smart pairing cutoff reconnect and network retention during station assembly EOL and cold EVT,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-099,PR-099,SYSTEM,MPPT1,Controller,Victron Energy,SCC075010060R,100x113x40 mm IP43 electronics IP22 terminals,,COMMON,FITTED,1,2,1,41,41,2,43,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED,CONTROLLED_EVT_PURCHASE_EXACT_MPN_VALIDATION_DURING_ASSEMBLY_EVT,Victron authorized distributor; exact SCC075010060R only; no substitution,Reconcile PO packing slip quantity and visible damage; bind article and firmware at installation; export configuration and test charge profile reverse current quiescent thermal and cutoff during assembly EOL and EVT,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-100,PR-100,PCB-MAIN,U12,Storage,Kingston,SDCIT2/32GB,microSD_card_8_contact,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_SAMPLE_ENDURANCE,Kingston authorized channel,CID capacity full write/read temperature and power-loss sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-101,PR-101,SYSTEM,PV1,Solar panel,SLD Tech / Solarland,SLP080S-12M,1475x342x40 mm framed 36-cell panel,,COMMON,FITTED,1,2,1,41,41,2,43,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED,CONTROLLED_EVT_PURCHASE_EXACT_MPN_VALIDATION_DURING_ASSEMBLY_EVT,SLD Tech or authorized distributor; exact SLP080S-12M only; no substitution,Reconcile PO packing slip quantity and visible transit damage; measure installed-unit Voc and perform IV insulation wet-leakage cold-Voc bracket cable and transport validation during assembly and EVT,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-102,PR-102,PCB-PWR,PWR-TVS-01,Protection,Littelfuse,SMBJ18A,SMB_DO-214AA,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,CANDIDATE_PENDING_SURGE_PROFILE,Authorized distributor,Marking clamp pulse and thermal sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-103,PR-103,PCB-MAIN,U18,Logic,Texas Instruments,SN74AXC1T45DRLR,SOT-5X3_6,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_AAD_WAKE_TEST,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-104,PR-104,PCB-MAIN,U16 | U7,Level translator | Logic,Texas Instruments,SN74AXC8T245PWR,TSSOP-24,,COMMON,FITTED,2,2,1,41,82,20,102,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_SI_AAD_SAMPLE | SELECTED_PENDING_UART_POWER_SAMPLE,Authorized or traceable tier-1 channel | Do not substitute auto-direction device without review,Logic levels direction leakage sleep test | Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-105,PR-105,PCB-MAIN,MAIN-010-U6,Open_Drain_Buffer,Texas Instruments,SN74LVC1G07DBVR,SOT-23-5_DBV,Single non-inverting open-drain buffer,COMMON,FITTED,1,2,1,41,41,0,41,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-106,PR-106,PCB-MAIN,U17,Logic,Texas Instruments,SN74LVC32APWR,TSSOP-14,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_AAD_WAKE_TEST,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-107,PR-107,PCB-MAIN,U1,MCU,STMicroelectronics,STM32U585VIT6Q,LQFP100_14x14,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_TARGET_SAMPLE,Authorized distributor or traceable tier-1 China channel,Label lot date code package X-ray sample ID readout,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-108,PR-108,PCB-MAIN,U4,Temperature,STMicroelectronics,STTS22HTR,UDFN-6L_2x2mm,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_ASSEMBLY_REVIEW,Authorized distributor,X-ray sample ID and temperature compare,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-109,PR-109,PCB-MAIN,MAIN-010-Q4,Dual_MOSFET,Vishay,Si1016X-T1-GE3,SOT-563_SC-89,Complementary N and P channel 20 V,COMMON,FITTED,1,2,1,41,41,0,41,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-110,PR-110,PCB-MAIN,X1,Clock,SiTime,SiT1552AI-JE-DCC-32.768D,CSP-4_1.5x0.8mm,32.768 kHz full-swing LVCMOS,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_LSE_BYPASS_REVIEW,Authorized distributor,Frequency and current sample test,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-111,PR-111,PCB-MAIN,MAIN-010-C36 | MAIN-010-C44,Capacitor,KEMET,T520D107M006ATE015,7343-31,100 uF 6.3 V 15 mOhm polymer,COMMON,FITTED,2,2,1,41,82,0,82,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-112,PR-112,SYSTEM,ANT-LORA,Antenna,Taoglas,TI.89.B.2111W,IP67 terminal antenna 180x13 mm SMA(M),,RU868_PILOT,FITTED,1,2,1,41,41,4,45,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED,CONTROLLED_EVT_PURCHASE_EXACT_MPN_VALIDATION_DURING_ASSEMBLY_EVT,Taoglas or established distributor; exact TI.89.B.2111W only; no substitution,Reconcile PO packing slip quantity and visible damage; verify connector mate installed VSWR conducted power sensitivity coexistence and RU868 radiated compliance during assembly EOL and EVT,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-113,PR-113,PCB-MAIN,MAIN-010-D10 | MAIN-010-D11 | MAIN-010-D6 | MAIN-010-D7 | MAIN-010-D8 | MAIN-010-D9,ESD_Diode,Texas Instruments,TPD1E05U06DYAR,SOD-523_DYA,5.5 V 0.5 pF ESD,COMMON,FITTED,6,2,1,41,246,0,246,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-114,PR-114,PCB-MAIN,MAIN-010-D4,RF_ESD,Texas Instruments,TPD1E05U06DYAR,SOD-523_DYA,5.5 V unidirectional 0.5 pF RF ESD,COMMON,FITTED,1,2,1,41,41,0,41,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-115,PR-115,PCB-MAIN,MAIN-010-U25 | MAIN-010-U26,USB_ESD_Array,Texas Instruments,TPD2EUSB30DRTR,SOT-9X3_DRT,2 channel 0.7 pF USB ESD,COMMON,FITTED,2,2,1,41,82,0,82,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-116,PR-116,PCB-MAIN,MAIN-010-U19 | MAIN-010-U20 | MAIN-010-U21 | MAIN-010-U22 | MAIN-010-U23 | MAIN-010-U24 | MAIN-010-U27,ESD_Array,Texas Instruments,TPD4E05U06DQAR,USON-10_DQA,4 channel 0.5 pF ESD,COMMON,FITTED,7,2,1,41,287,0,287,NONE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-117,PR-117,PCB-PWR,U-PWR3,Power,Texas Instruments,TPS7A2018PDBVR,SOT-23-5,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_NOISE_SAMPLE,Authorized distributor,Noise PSRR dropout thermal and AAD sleep current,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-118,PR-118,PCB-MAIN,U13,SIM switch,Texas Instruments,TS3A27518EPWR,TSSOP-24_PW,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_USIM_SI_SAMPLE,Authorized distributor or traceable tier-1 channel,Marking supply leakage Ron capacitance and 100 switch cycles,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-119,PR-119,PCB-MAIN,J-RF-CELL | J-RF-GNSS,RF connector,Hirose,U.FL-R-SMT-1(60),U.FL SMT receptacle,,COMMON,FITTED,2,2,1,41,82,32,114,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,LAYOUT_ZONE_FROZEN_PENDING_RF_VALIDATION,Authorized Hirose distributor,Visual mate gauge continuity VNA and VSWR | Visual mate gauge continuity receiver sensitivity and active-antenna current,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-120,PR-120,PCB-MAIN,J-RF-LORA,RF connector,Hirose,U.FL-R-SMT-1(60),U.FL SMT receptacle,,RU868_PILOT,FITTED,1,2,1,41,41,16,57,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,LAYOUT_ZONE_FROZEN_PENDING_RF_VALIDATION,Authorized Hirose distributor,Visual mate gauge continuity conducted power sensitivity and VSWR,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-121,PR-121,PCB-MAIN,J-USB,Connector,GCT,USB4105-GF-A-120,16 positions,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,MECHANICAL_AUTHORITY_FROZEN_PENDING_PHYSICAL_TEST,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-122,PR-122,PCB-MAIN,U2,Memory,Winbond,W25Q512JVFIQ,SOIC-16_300mil,,COMMON,FITTED,1,2,1,41,41,10,51,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_SAMPLE,Authorized or traceable LCSC-class channel,Marking electrical ID read/write/erase soak,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-123,PR-123,PCB-PWR,R-SHUNT-01,Shunt,Vishay Dale,WSK2512R0100FEA,WSK2512 4-terminal 6.35x3.18 mm,10 mOhm 1% 1 W,COMMON,FITTED,1,2,1,41,41,20,61,SCALE_CEIL_FROM_20_BASELINE,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_KELVIN_LAYOUT_SAMPLE,Authorized current-sense resistor vendor,Resistance TCR marking and four-wire reference measurement,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
PG-124,PR-124,PCB-PWR,PWR-L,Passive,Coilcraft,XAL7030-472MEC,XAL7030,4.7 uH +/-20%,COMMON,FITTED,2,2,1,41,82,20,102,FIXED_LOT_MIN,COMMON_PROGRAM_PROCUREMENT,CONTROLLED_PENDING_VERIFICATION,SELECTED_PENDING_LAYOUT_THERMAL_EMI,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,TWO_EVT20_PRODUCTION_SETS_PLUS_ONE_BENCH; two EVT-20 reserve pools; no third reserve pool for bench
